epoch,open_BTC/USDT_paper,high_BTC/USDT_paper,low_BTC/USDT_paper,close_BTC/USDT_paper,volume_BTC/USDT_paper,utc
1516469400,12855.11,12899.99,12722.0,12850.0,585.265074,2018-01-20 17:30:00
1516471200,12850.0,12945.0,12800.0,12920.01,371.73498,2018-01-20 18:00:00
1516473000,12924.95,13099.0,12870.0,13035.0,719.705877,2018-01-20 18:30:00
1516474800,13035.02,13050.12,12839.32,12889.0,552.504229,2018-01-20 19:00:00
1516480200,12684.98,12841.37,12650.0,12784.81,304.115727,2018-01-20 20:30:00
1516482000,12779.9,12880.09,12760.0,12799.66,251.568436,2018-01-20 21:00:00
1516483800,12799.61,12919.0,12773.0,12875.0,302.589299,2018-01-20 21:30:00
1516485600,12892.99,12929.97,12806.0,12919.78,304.78645,2018-01-20 22:00:00
